,NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA_EVOLUTION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL,bulk,power
377,319,1,3191,Sharpedo,Water,Dark,Blue,Rough Skin,,Speed Boost,3,0,0,1.8,88.8,70,120,40,95,40,95,460,99,120
378,319,2,3192,Mega Sharpedo,Water,Dark,Blue,Strong Jaw,,,3,0,1,2.5,130.3,70,140,70,110,65,105,560,142,140
379,320,1,3201,Wailmer,Water,,Blue,Water Veil,Oblivious,Pressure,3,0,0,2.0,130.0,130,70,35,70,35,60,400,122,70
380,321,1,3211,Wailord,Water,,Blue,Water Veil,Oblivious,Pressure,3,0,0,14.5,398.0,170,90,45,90,45,60,500,171,90
381,322,1,3221,Numel,Fire,Ground,Yellow,Oblivious,Simple,Own Tempo,3,0,0,0.7,24.0,60,60,40,65,45,35,305,93,65
382,323,1,3231,Camerupt,Fire,Ground,Red,Magma Armor,Solid Rock,Anger Point,3,0,0,1.9,220.0,70,100,70,105,75,40,460,151,105
383,323,2,3232,Mega Camerupt,Fire,Ground,Red,Sheer Force,,,3,0,1,2.5,320.5,70,120,100,145,105,20,560,202,145
384,324,1,3241,Torkoal,Fire,,Brown,White Smoke,Drought,Shell Armor,3,0,0,0.5,80.4,70,85,140,85,70,20,470,151,85
385,325,1,3251,Spoink,Psychic,,Black,Thick Fat,Own Tempo,Gluttony,3,0,0,0.7,30.6,60,25,35,70,80,60,330,85,70
386,326,1,3261,Grumpig,Psychic,,Purple,Thick Fat,Own Tempo,Gluttony,3,0,0,0.9,71.5,80,45,65,90,110,80,470,151,90
387,327,1,3271,Spinda,Normal,,Brown,Own Tempo,Tangled Feet,Contrary,3,0,0,1.1,5.0,60,60,60,60,60,60,360,126,60
388,328,1,3281,Trapinch,Ground,,Brown,Hyper Cutter,Arena Trap,Sheer Force,3,0,0,0.7,15.0,45,100,45,45,45,10,290,92,100
389,329,1,3291,Vibrava,Ground,Dragon,Green,Levitate,,,3,0,0,1.1,15.3,50,70,50,50,50,70,340,103,70
390,330,1,3301,Flygon,Ground,Dragon,Green,Levitate,,,3,0,0,2.0,82.0,80,100,80,80,80,100,520,178,100
391,331,1,3311,Cacnea,Grass,,Green,Sand Veil,,Water Absorb,3,0,0,0.4,51.3,50,85,40,85,40,35,335,88,85
392,332,1,3321,Cacturne,Grass,Dark,Green,Sand Veil,,Water Absorb,3,0,0,1.3,77.4,70,115,60,115,60,55,475,134,115
393,333,1,3331,Swablu,Normal,Flying,Blue,Natural Cure,,Cloud Nine,3,0,0,0.4,1.2,45,40,60,40,75,50,310,114,40
394,334,1,3341,Altaria,Dragon,Flying,Blue,Natural Cure,,Cloud Nine,3,0,0,1.1,20.6,75,70,90,70,105,80,490,191,70
395,334,2,3342,Mega Altaria,Dragon,Fairy,Blue,Pixilate,,,3,0,1,1.5,20.6,75,110,110,110,105,80,590,217,110
396,335,1,3351,Zangoose,Normal,,White,Immunity,,Toxic Boost,3,0,0,1.3,40.3,73,115,60,60,60,90,458,136,115
397,336,1,3361,Seviper,Poison,,Black,Shed Skin,,Infiltrator,3,0,0,2.7,52.5,73,100,60,100,60,65,458,136,100
398,337,1,3371,Lunatone,Rock,Psychic,Yellow,Levitate,,,3,0,0,1.0,168.0,90,55,65,95,85,70,460,159,95
399,338,1,3381,Solrock,Rock,Psychic,Red,Levitate,,,3,0,0,1.2,154.0,90,95,85,55,65,70,460,159,95
400,339,1,3391,Barboach,Water,Ground,Grey,Oblivious,Anticipation,Hydration,3,0,0,0.4,1.9,50,48,43,46,41,60,288,89,48
401,340,1,3401,Whiscash,Water,Ground,Blue,Oblivious,Anticipation,Hydration,3,0,0,0.9,23.6,110,78,73,76,71,60,468,188,78
402,341,1,3411,Corphish,Water,,Red,Hyper Cutter,Shell Armor,Adaptability,3,0,0,0.6,11.5,43,80,65,50,35,35,308,76,80
403,342,1,3421,Crawdaunt,Water,Dark,Red,Hyper Cutter,Shell Armor,Adaptability,3,0,0,1.1,32.8,63,120,85,90,55,55,468,120,120
404,343,1,3431,Baltoy,Ground,Psychic,Brown,Levitate,,,3,0,0,0.5,21.5,40,40,55,40,70,55,300,103,40
405,344,1,3441,Claydol,Ground,Psychic,Black,Levitate,,,3,0,0,1.5,108.0,60,70,105,70,120,75,500,199,70
406,345,1,3451,Lileep,Rock,Grass,Purple,Suction Cups,,Storm Drain,3,0,0,1.0,23.8,66,41,77,61,87,23,355,159,61
407,346,1,3461,Cradily,Rock,Grass,Green,Suction Cups,,Storm Drain,3,0,0,1.5,60.4,86,81,97,81,107,43,495,216,81
408,347,1,3471,Anorith,Rock,Bug,Grey,Battle Armor,,Swift Swim,3,0,0,0.7,12.5,45,95,50,40,50,75,355,99,95
409,348,1,3481,Armaldo,Rock,Bug,Grey,Battle Armor,,Swift Swim,3,0,0,1.5,68.2,75,125,100,70,80,45,495,173,125
410,349,1,3491,Feebas,Water,,Brown,Swift Swim,Oblivious,Adaptability,3,0,0,0.6,7.4,20,15,20,10,55,80,200,46,15
411,350,1,3501,Milotic,Water,,Pink,Marvel Scale,Competitive,Cute Charm,3,0,0,6.2,162.0,95,60,79,100,125,81,540,191,100
412,351,1,3511,Castform,Normal,,Grey,Forecast,,,3,0,0,0.3,0.8,70,70,70,70,70,70,420,151,70
413,351,2,3512,Castform,Fire,,Red,Forecast,,,3,0,0,0.3,0.8,70,70,70,70,70,70,420,151,70
414,351,3,3513,Castform,Water,,Blue,Forecast,,,3,0,0,0.3,0.8,70,70,70,70,70,70,420,151,70
415,351,4,3514,Castform,Ice,,White,Forecast,,,3,0,0,0.3,0.8,70,70,70,70,70,70,420,151,70
416,352,1,3521,Kecleon,Normal,,Green,Color Change,,Protean,3,0,0,1.0,22.0,60,90,70,60,120,40,440,142,90
417,353,1,3531,Shuppet,Ghost,,Black,Insomnia,Frisk,Cursed Body,3,0,0,0.6,2.3,44,75,35,63,33,45,295,74,75
418,354,1,3541,Banette,Ghost,,Black,Insomnia,Frisk,Cursed Body,3,0,0,1.1,12.5,64,115,65,83,63,65,455,134,115
419,354,2,3542,Mega Banette,Ghost,,Black,Prankster,,,3,0,1,1.2,13.0,64,165,75,93,83,75,555,154,165
420,355,1,3551,Duskull,Ghost,,Black,Levitate,,Frisk,3,0,0,0.8,15.0,20,40,90,30,90,25,295,131,40
421,356,1,3561,Dusclops,Ghost,,Black,Pressure,,Frisk,3,0,0,1.6,30.6,40,70,130,60,130,25,455,210,70
422,357,1,3571,Tropius,Grass,Flying,Green,Chlorophyll,Solar Power,Harvest,3,0,0,2.0,100.0,99,68,83,72,87,51,460,203,72
423,358,1,3581,Chimecho,Psychic,,Blue,Levitate,,,3,0,0,0.6,1.0,75,50,80,95,90,65,455,173,95
424,359,1,3591,Absol,Dark,,White,Pressure,Super Luck,Justified,3,0,0,1.2,47.0,65,130,60,75,60,75,465,130,130
425,359,2,3592,Mega Absol,Dark,,White,Magic Bounce,,,3,0,1,1.2,49.0,65,150,60,115,60,115,565,130,150
426,360,1,3601,Wynaut,Psychic,,Blue,Shadow Tag,,Telepathy,3,0,0,0.6,14.0,95,23,48,23,48,23,260,130,23
427,361,1,3611,Snorunt,Ice,,Grey,Inner Focus,Ice Body,Moody,3,0,0,0.7,16.8,50,50,50,50,50,50,300,103,50
428,362,1,3621,Glalie,Ice,,Grey,Inner Focus,Ice Body,Moody,3,0,0,1.5,256.5,80,80,80,80,80,80,480,178,80
429,362,2,3622,Mega Glalie,Ice,,Grey,Refrigerate,,,3,0,1,2.1,350.2,80,120,80,120,80,100,580,178,120
430,363,1,3631,Spheal,Ice,Water,Blue,Thick Fat,Ice Body,Oblivious,3,0,0,0.8,39.5,70,40,50,55,50,25,290,116,55
431,364,1,3641,Sealeo,Ice,Water,Blue,Thick Fat,Ice Body,Oblivious,3,0,0,1.1,87.6,90,60,70,75,70,45,410,168,75
432,365,1,3651,Walrein,Ice,Water,Blue,Thick Fat,Ice Body,Oblivious,3,0,0,1.4,150.6,110,80,90,95,90,65,530,228,95
433,366,1,3661,Clamperl,Water,,Blue,Shell Armor,,Rattled,3,0,0,0.4,52.5,35,64,85,74,55,32,345,100,74
434,367,1,3671,Huntail,Water,,Blue,Swift Swim,,Water Veil,3,0,0,1.7,27.0,55,104,105,94,75,52,485,146,104
435,368,1,3681,Gorebyss,Water,,Pink,Swift Swim,,Hydration,3,0,0,1.8,22.6,55,84,105,114,75,52,485,146,114
436,369,1,3691,Relicanth,Water,Rock,Grey,Swift Swim,,Sturdy,3,0,0,1.0,23.4,100,90,130,45,65,55,485,167,90
437,370,1,3701,Luvdisc,Water,,Pink,Swift Swim,,Hydration,3,0,0,0.6,8.7,43,30,55,40,65,97,330,105,40
438,371,1,3711,Bagon,Dragon,,Blue,Rock Head,,Sheer Force,3,0,0,0.6,42.1,45,75,60,40,30,50,300,70,75
439,372,1,3721,Shelgon,Dragon,,White,Rock Head,,Overcoat,3,0,0,1.1,110.5,65,95,100,60,50,50,420,113,95
440,373,1,3731,Salamence,Dragon,Flying,Blue,Intimidate,,Moxie,3,0,0,1.5,102.6,95,135,80,110,80,100,600,193,135
441,373,2,3732,Mega Salamence,Dragon,Flying,Blue,Aerilate,,,3,0,1,1.8,112.6,95,145,130,120,90,120,700,212,145
442,374,1,3741,Beldum,Steel,Psychic,Blue,Clear Body,,Light Metal,3,0,0,0.6,95.2,40,55,80,35,60,30,300,110,55
443,375,1,3751,Metang,Steel,Psychic,Blue,Clear Body,,Light Metal,3,0,0,1.2,202.5,60,75,100,55,80,50,420,158,75
444,376,1,3761,Metagross,Steel,Psychic,Blue,Clear Body,,Light Metal,3,0,0,1.6,550.0,80,135,130,95,90,70,600,196,135
445,376,2,3762,Mega Metagross,Steel,Psychic,Blue,Tough Claws,,,3,0,1,2.5,942.9,80,145,150,105,110,110,700,232,145
446,377,1,3771,Regirock,Rock,,Brown,Clear Body,,Sturdy,3,1,0,1.7,230.0,80,100,200,50,100,50,580,214,100
447,378,1,3781,Regice,Ice,,Blue,Clear Body,,Ice Body,3,1,0,1.8,175.0,80,50,100,100,200,50,580,214,100
448,379,1,3791,Registeel,Steel,,Grey,Clear Body,,Light Metal,3,1,0,1.9,205.0,80,75,150,75,150,50,580,305,75
449,380,1,3801,Latias,Dragon,Psychic,Red,Levitate,,,3,1,0,1.4,40.0,80,80,90,110,130,110,600,196,110
450,380,2,3802,Mega Latias,Dragon,Psychic,Purple,Levitate,,,3,1,1,1.8,52.0,80,100,120,140,150,110,700,251,140
451,381,1,3811,Latios,Dragon,Psychic,Blue,Levitate,,,3,1,0,2.0,60.0,80,90,80,130,110,110,600,178,130
452,381,2,3812,Mega Latios,Dragon,Psychic,Purple,Levitate,,,3,1,1,2.3,70.0,80,130,100,160,120,110,700,214,160
453,382,1,3821,Kyogre,Water,,Blue,Drizzle,,,3,1,0,4.5,352.0,100,100,90,150,140,90,670,218,150
454,382,2,3822,Primal Kyogre,Water,,Blue,Primordial Sea,,,3,1,1,9.8,430.0,100,150,90,180,160,90,770,218,180
455,383,1,3831,Groudon,Ground,,Red,Drought,,,3,1,0,3.5,950.0,100,150,140,100,90,90,670,218,150
456,383,2,3832,Primal Groudon,Ground,Fire,Red,Desolate Land,,,3,1,1,5.0,999.7,100,180,160,150,90,90,770,218,180
457,384,1,3841,Rayquaza,Dragon,Flying,Green,Air Lock,,,3,1,0,7.0,206.5,105,150,90,150,90,95,680,223,150
458,384,2,3842,Mega Rayquaza,Dragon,Flying,Green,Delta Stream,,,3,1,1,10.8,392.0,105,180,100,180,100,115,780,244,180
459,385,1,3851,Jirachi,Steel,Psychic,Yellow,Serene Grace,,,3,1,0,0.3,1.1,100,100,100,100,100,100,600,238,100
460,386,1,3861,Deoxys,Psychic,,Red,Pressure,,,3,1,0,1.7,60.8,50,150,50,150,50,150,600,103,150
461,386,2,3862,Deoxys,Psychic,,Red,Pressure,,,3,1,0,1.7,60.8,50,180,20,180,20,150,600,57,180
462,386,3,3863,Deoxys,Psychic,,Red,Pressure,,,3,1,0,1.7,60.8,50,70,160,70,160,90,600,270,70
463,386,4,3864,Deoxys,Psychic,,Red,Pressure,,,3,1,0,1.7,60.8,50,95,90,95,90,180,600,164,95
464,387,1,3871,Turtwig,Grass,,Green,Overgrow,,Shell Armor,4,0,0,0.4,10.2,55,68,64,45,55,31,318,114,68
465,388,1,3881,Grotle,Grass,,Green,Overgrow,,Shell Armor,4,0,0,1.1,97.0,75,89,85,55,65,36,405,146,89
466,389,1,3891,Torterra,Grass,Ground,Green,Overgrow,,Shell Armor,4,0,0,2.2,310.0,95,109,105,75,85,56,525,202,109
467,390,1,3901,Chimchar,Fire,,Brown,Blaze,,Iron Fist,4,0,0,0.5,6.2,44,58,44,58,44,61,309,90,58
468,391,1,3911,Monferno,Fire,Fighting,Brown,Blaze,,Iron Fist,4,0,0,0.9,22.0,64,78,52,78,52,81,405,116,78
469,392,1,3921,Infernape,Fire,Fighting,Brown,Blaze,,Iron Fist,4,0,0,1.2,55.0,76,104,71,104,71,108,534,158,104
470,393,1,3931,Piplup,Water,,Blue,Torrent,,Defiant,4,0,0,0.4,5.2,53,51,53,61,56,40,314,110,61
471,394,1,3941,Prinplup,Water,,Blue,Torrent,,Defiant,4,0,0,0.8,23.0,64,66,68,81,76,50,405,142,81
472,395,1,3951,Empoleon,Water,Steel,Blue,Torrent,,Defiant,4,0,0,1.7,84.5,84,86,88,111,101,60,530,197,111
473,396,1,3961,Starly,Normal,Flying,Brown,Keen Eye,,Reckless,4,0,0,0.3,2.0,40,55,30,30,30,60,245,68,55
474,397,1,3971,Staravia,Normal,Flying,Brown,Intimidate,,Reckless,4,0,0,0.6,15.5,55,75,50,40,40,80,340,91,75
475,398,1,3981,Staraptor,Normal,Flying,Brown,Intimidate,,Reckless,4,0,0,1.2,24.9,85,120,70,50,60,100,485,145,120
476,399,1,3991,Bidoof,Normal,,Brown,Simple,Unaware,Moody,4,0,0,0.5,20.0,59,45,40,35,40,31,250,93,45
477,400,1,4001,Bibarel,Normal,Water,Brown,Simple,Unaware,Moody,4,0,0,1.0,31.5,79,85,60,55,60,71,410,141,85
478,401,1,4011,Kricketot,Bug,,Red,Shed Skin,,Run Away,4,0,0,0.3,2.2,37,25,41,25,41,25,194,82,25
479,402,1,4021,Kricketune,Bug,,Red,Swarm,,Technician,4,0,0,1.0,25.5,77,85,51,55,51,65,384,123,85
480,403,1,4031,Shinx,Electric,,Blue,Rivalry,Intimidate,Guts,4,0,0,0.5,9.5,45,65,34,40,34,45,263,76,65
481,404,1,4041,Luxio,Electric,,Blue,Rivalry,Intimidate,Guts,4,0,0,0.9,30.5,60,85,49,60,49,60,363,108,85
482,405,1,4051,Luxray,Electric,,Blue,Rivalry,Intimidate,Guts,4,0,0,1.4,42.0,80,120,79,95,79,70,523,176,120
483,406,1,4061,Budew,Grass,Poison,Green,Natural Cure,Poison Point,Leaf Guard,4,0,0,0.2,1.2,40,30,35,50,70,55,280,75,50
484,407,1,4071,Roserade,Grass,Poison,Green,Natural Cure,Poison Point,Technician,4,0,0,0.9,14.5,60,70,65,125,105,90,515,134,125
485,408,1,4081,Cranidos,Rock,,Blue,Mold Breaker,,Sheer Force,4,0,0,0.9,31.5,67,125,40,30,30,58,350,81,125
486,409,1,4091,Rampardos,Rock,,Blue,Mold Breaker,,Sheer Force,4,0,0,1.6,102.5,97,165,60,65,50,58,495,135,165
487,410,1,4101,Shieldon,Rock,Steel,Grey,Sturdy,,Soundproof,4,0,0,0.5,57.0,30,42,118,42,88,30,350,139,42
488,411,1,4111,Bastiodon,Rock,Steel,Grey,Sturdy,,Soundproof,4,0,0,1.3,149.5,60,52,168,47,138,30,495,252,52
489,412,1,4121,Burmy,Bug,,Green,Shed Skin,,Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224,89,29
490,412,2,4122,Burmy,Bug,,Brown,Shed Skin,,Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224,89,29
491,412,3,4123,Burmy,Bug,,Red,Shed Skin,,Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224,89,29
492,413,1,4131,Wormadam,Bug,Grass,Green,Anticipation,,Overcoat,4,0,0,0.5,6.5,60,59,85,79,105,36,424,166,79
493,413,2,4132,Wormadam,Bug,Ground,Brown,Anticipation,,Overcoat,4,0,0,0.5,6.5,60,79,105,59,85,36,424,166,79
494,413,3,4133,Wormadam,Bug,Steel,Red,Anticipation,,Overcoat,4,0,0,0.5,6.5,60,69,95,69,95,36,424,183,69
495,414,1,4141,Mothim,Bug,Flying,Yellow,Swarm,,Tinted Lens,4,0,0,0.9,23.3,70,94,50,94,50,66,424,116,94
496,415,1,4151,Combee,Bug,Flying,Yellow,Honey Gather,,Hustle,4,0,0,0.3,5.5,30,30,42,30,42,70,244,79,30
497,416,1,4161,Vespiquen,Bug,Flying,Yellow,Pressure,,Unnerve,4,0,0,1.2,38.5,70,80,102,80,102,40,474,206,80
498,417,1,4171,Pachirisu,Electric,,White,Run Away,Pickup,Volt Absorb,4,0,0,0.4,3.9,60,45,70,45,90,95,405,142,45
499,418,1,4181,Buizel,Water,,Brown,Swift Swim,,Water Veil,4,0,0,0.7,29.5,55,65,35,60,30,85,330,75,65
500,419,1,4191,Floatzel,Water,,Brown,Swift Swim,,Water Veil,4,0,0,1.1,33.5,85,105,55,85,50,115,495,127,105
501,420,1,4201,Cherubi,Grass,,Pink,Chlorophyll,,,4,0,0,0.4,3.3,45,35,45,62,53,35,275,92,62
502,421,1,4211,Cherrim,Grass,,Pink,Flower Gift,,,4,0,0,0.5,9.3,70,60,70,87,78,85,450,151,87
503,421,2,4212,Cherrim,Grass,,Purple,Flower Gift,,,4,0,0,0.5,9.3,70,60,70,87,78,85,450,151,87
504,422,1,4221,Shellos,Water,,Purple,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.3,6.3,76,48,48,57,62,34,325,117,57
505,422,2,4222,Shellos,Water,,Blue,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.3,6.3,76,48,48,57,62,34,325,117,57
506,423,1,4231,Gastrodon,Water,Ground,Purple,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.9,29.9,111,83,68,92,82,39,475,183,92
507,423,2,4232,Gastrodon,Water,Ground,Blue,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.9,29.9,111,83,68,92,82,39,475,183,92
508,424,1,4241,Ambipom,Normal,,Purple,Technician,Pickup,Skill Link,4,0,0,1.2,20.3,75,100,66,60,66,115,482,148,100
509,425,1,4251,Drifloon,Ghost,Flying,Purple,Aftermath,Unburden,Flare Boost,4,0,0,0.4,1.2,90,50,34,60,44,70,348,99,60
510,426,1,4261,Drifblim,Ghost,Flying,Purple,Aftermath,Unburden,Flare Boost,4,0,0,1.2,15.0,150,80,44,90,54,80,498,156,90
511,427,1,4271,Buneary,Normal,,Brown,Run Away,Klutz,Limber,4,0,0,0.4,5.5,55,66,44,44,56,85,350,97,66
512,428,1,4281,Lopunny,Normal,,Brown,Cute Charm,Klutz,Limber,4,0,0,1.2,33.3,65,76,84,54,96,105,480,170,76
513,428,2,4282,Mega Lopunny,Normal,Fighting,Brown,Scrappy,,,4,0,1,1.3,28.3,65,136,94,54,96,135,580,187,136
514,429,1,4291,Mismagius,Ghost,,Purple,Levitate,,,4,0,0,0.9,4.4,60,60,60,105,105,105,495,126,105
515,430,1,4301,Honchkrow,Dark,Flying,Black,Insomnia,Super Luck,Moxie,4,0,0,0.9,27.3,100,125,52,105,52,71,505,141,125
516,431,1,4311,Glameow,Normal,,Grey,Limber ,Own Tempo,Keen Eye,4,0,0,0.5,3.9,49,55,42,42,37,85,310,83,55
517,432,1,4321,Purugly,Normal,,Grey,Thick Fat,Own Tempo,Defiant,4,0,0,1.0,43.8,71,82,64,64,59,112,452,133,82
518,433,1,4331,Chingling,Psychic,,Yellow,Levitate,,,4,0,0,0.2,0.6,45,30,50,65,50,45,285,99,65
519,434,1,4341,Stunky,Poison,Dark,Purple,Stench,Aftermath,Keen Eye,4,0,0,0.4,19.2,63,63,47,41,41,74,329,97,63
520,435,1,4351,Skuntank,Poison,Dark,Purple,Stench,Aftermath,Keen Eye,4,0,0,1.0,38.0,103,93,67,71,61,84,479,161,93
521,436,1,4361,Bronzor,Steel,Psychic,Green,Levitate,Heatproof,Heavy Metal,4,0,0,0.5,60.5,57,24,86,24,86,23,300,165,24
522,437,1,4371,Bronzong,Steel,Psychic,Green,Levitate,Heatproof,Heavy Metal,4,0,0,1.3,187.0,67,89,116,79,116,33,500,226,89
523,438,1,4381,Bonsly,Rock,,Brown,Sturdy,Rock Head,Rattled,4,0,0,0.5,15.0,50,80,95,10,45,10,290,95,80
524,439,1,4391,Mime Jr.,Psychic,Fairy,Pink,Soundproof,Filter,Technician,4,0,0,0.6,13.0,20,25,45,70,90,60,310,76,70
525,440,1,4401,Happiny,Normal,,Pink,Natural cure,Serene Grace,Friend Guard,4,0,0,0.6,24.4,100,5,5,15,65,30,220,46,15
526,441,1,4411,Chatot,Normal,Flying,Black,Keen Eye,Tangled Feet,Big Pecks,4,0,0,0.5,1.9,76,65,45,92,42,91,411,106,92
527,442,1,4421,Spiritomb,Ghost,Dark,Purple,Pressure,,Infiltrator,4,0,0,1.0,108.0,50,92,108,92,108,35,485,191,92
528,443,1,4431,Gible,Dragon,Ground,Blue,Sand Veil,,Rough Skin,4,0,0,0.7,20.5,58,70,45,40,45,42,300,100,70
529,444,1,4441,Gabite,Dragon,Ground,Blue,Sand Veil,,Rough Skin,4,0,0,1.4,56.0,68,90,65,50,55,82,410,124,90
530,445,1,4451,Garchomp,Dragon,Ground,Blue,Sand Veil,,Rough Skin,4,0,0,1.9,95.0,108,130,95,80,85,102,600,216,130
531,445,2,4452,Mega Garchomp,Dragon,Ground,Blue,Sand Force,,,4,0,1,1.9,95.0,108,170,115,120,95,92,700,237,170
532,446,1,4461,Munchlax,Normal,,Black,Pickup,Thick Fat,Gluttony,4,0,0,0.6,105.0,135,85,40,40,85,5,390,137,85
533,447,1,4471,Riolu,Fighting,,Blue,Steadfast,Inner Focus,Prankster,4,0,0,0.7,20.2,40,70,40,35,40,60,285,82,70
534,448,1,4481,Lucario,Fighting,Steel,Blue,Steadfast,Inner Focus,Justified,4,0,0,1.2,54.0,70,110,70,115,70,90,525,151,115
535,448,2,4482,Mega Lucario,Fighting,Steel,Blue,Adaptability,,,4,0,1,1.3,57.5,70,145,88,140,70,112,625,151,145
536,449,1,4491,Hippopotas,Ground,,Brown,Sand Stream,,Sand Force,4,0,0,0.8,49.5,68,72,78,38,42,32,330,102,72
537,450,1,4501,Hippowdon,Ground,,Brown,Sand Stream,,Sand Force,4,0,0,2.0,300.0,108,112,118,68,72,47,525,189,112
538,451,1,4511,Skorupi,Poison,Bug,Purple,Battle Armor,Sniper,Keen Eye,4,0,0,0.8,12.0,40,50,90,30,55,65,330,103,50
539,452,1,4521,Drapion,Poison,Dark,Purple,Battle Armor,Sniper,Keen Eye,4,0,0,1.3,61.5,70,90,110,60,75,95,500,159,90
540,453,1,4531,Croagunk,Poison,Fighting,Blue,Anticipation,Dry Skin,Poison Touch,4,0,0,0.7,23.0,48,61,40,61,40,50,300,87,61
541,454,1,4541,Toxicroak,Poison,Fighting,Blue,Anticipation,Dry Skin,Poison Touch,4,0,0,1.3,44.4,83,106,65,86,65,85,490,153,106
542,455,1,4551,Carnivine,Grass,,Green,Levitate,,,4,0,0,1.4,27.0,74,100,72,90,72,46,454,158,100
543,456,1,4561,Finneon,Water,,Blue,Swift Swim,Storm Drain,Water Veil,4,0,0,0.4,7.0,49,49,56,49,61,66,330,111,49
544,457,1,4571,Lumineon,Water,,Blue,Swift Swim,Storm Drain,Water Veil,4,0,0,1.2,24.0,69,69,76,69,86,91,460,160,69
545,458,1,4581,Mantyke,Water,Flying,Blue,Swift Swim,Water Absorb,Water Veil,4,0,0,1.0,65.0,45,20,50,60,120,50,345,99,60
546,459,1,4591,Snover,Grass,Ice,White,Snow Warning,,Soundproof,4,0,0,1.0,50.5,60,62,50,62,60,40,334,110,62
547,460,1,4601,Abomasnow,Grass,Ice,White,Snow Warning,,Soundproof,4,0,0,2.2,135.5,90,92,75,92,85,60,494,178,92
548,460,2,4602,Mega Abomasnow,Grass,Ice,White,Snow Warning,,,4,0,1,2.7,185.0,90,132,105,132,105,30,594,236,132
549,461,1,4611,Weavile,Dark,Ice,Black,Pressure,,Pickpocket,4,0,0,1.1,34.0,70,120,65,45,85,125,510,142,120
550,462,1,4621,Magnezone,Electric,Steel,Grey,Magnet Pull,Sturdy,Analytic,4,0,0,1.2,180.0,70,70,115,130,90,60,535,185,130
551,463,1,4631,Lickilicky,Normal,,Pink,Own Tempo,Oblivious,Cloud Nine,4,0,0,1.7,140.0,110,85,95,80,95,50,515,239,85
552,464,1,4641,Rhyperior,Ground,Rock,Grey,Lightning Rod,Solid Rock,Reckless,4,0,0,2.4,282.8,115,140,130,55,55,40,535,158,140
553,465,1,4651,Tangrowth,Grass,,Blue,Chlorophyll,Leaf Guard,Regenerator,4,0,0,2.0,128.6,100,100,125,110,50,50,535,137,110
554,466,1,4661,Electivire,Electric,,Yellow,Motor Drive,,Vital Spilit,4,0,0,1.8,138.6,75,123,67,95,85,95,540,150,123
555,467,1,4671,Magmortar,Fire,,Red,Flame Body,,Vital Spilit,4,0,0,1.6,68.0,75,95,67,125,95,83,540,150,125
556,468,1,4681,Togekiss,Fairy,Flying,White,Hustle,Serene Grace,Super Luck,4,0,0,1.5,38.0,85,50,95,120,115,80,545,211,120
557,469,1,4691,Yanmega,Bug,Flying,Green,Speed Boost,Tinted Lens,Frisk,4,0,0,1.9,51.5,86,76,86,116,56,95,515,139,116
558,470,1,4701,Leafeon,Grass,,Green,Leaf Guard,,Chlorophyll,4,0,0,1.0,25.5,65,110,130,60,65,95,525,138,110
559,471,1,4711,Glaceon,Ice,,Blue,Snow Cloak,,Ice Body,4,0,0,0.8,25.9,65,60,110,130,95,65,525,188,130
560,472,1,4721,Gliscor,Ground,Flying,Purple,Hyper Cutter,Sand Veil,Poison Heal,4,0,0,2.0,42.5,75,95,125,45,75,95,510,164,95
561,473,1,4731,Mamoswine,Ice,Ground,Brown,Oblivious,Snow Cloak,Thick Fat,4,0,0,2.5,291.0,110,130,80,70,60,80,530,165,130
562,474,1,4741,Porygon-Z,Normal,,Red,Adaptability,Download,Analytic,4,0,0,0.9,34.0,85,80,70,135,75,90,535,164,135
563,475,1,4751,Gallade,Psychic,Fighting,White,Steadfast,,Justified,4,0,0,1.6,52.0,68,125,65,65,115,80,518,141,125
564,475,2,4752,Mega Gallade,Psychic,Fighting,White,Inner Focus,,,4,0,1,1.6,56.4,68,165,95,65,115,110,618,192,165
565,476,1,4761,Probopass,Rock,Steel,Grey,Sturdy,Magnet Pull,Sand Force,4,0,0,1.4,340.0,60,55,145,75,150,40,525,264,75
566,477,1,4771,Dusknoir,Ghost,,Black,Pressure,,Frisk,4,0,0,2.2,106.6,45,100,135,65,135,45,525,224,100
567,478,1,4781,Froslass,Ice,Ghost,White,Snow Cloak,,Cursed Body,4,0,0,1.3,26.6,70,80,70,80,70,110,480,151,80
568,479,1,4791,Rotom,Electric,Ghost,Red,Levitate,,,4,0,0,0.3,0.3,50,50,77,95,77,91,440,144,95
569,479,2,4792,Rotom,Electric,Fire,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,190,105
570,479,3,4793,Rotom,Electric,Water,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,190,105
